Planeta,Metodo,NumPlanetas,PeriodoOrbital,SemiejeMayor,Excentricidad,Inclinacion,MasaJup,RadioJup,Densidad,Distancia,MagnitudOptica,TempEfectiva,MasaEstelar,RadioEstelar,TamanoPlaneta,DistanciaCat,EdadEstrellaCat,MetodoSimplificado,TipoOrbita,SesgoTamano
Kepler-470 b,Transit,1,24.66919569,,,,,1.288,,989.0,13.224,6613.0,1.4,1.66,Mediano,Lejano,Caliente,Transito,Desconocida,Detectable
Kepler-471 b,Transit,1,5.01423457,,,,,1.335,,1373.0,13.797,6733.0,1.49,1.8,Mediano,Lejano,Caliente,Transito,Desconocida,Detectable
Kepler-472 b,Transit,1,4.17625551,,,,,0.287,,302.0,13.698,4996.0,0.85,0.78,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-473 b,Transit,1,14.55731705,,,,,0.364,,641.0,13.397,5816.0,1.06,1.34,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-474 b,Transit,1,5.66067294,,,,,0.273,,568.0,13.494,5785.0,0.99,1.08,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-475 b,Transit,1,3.10550819,,,,,0.222,,280.0,13.341,5009.0,0.86,0.79,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-476 b,Transit,1,14.00640607,,,,,0.275,,687.0,13.837,5837.0,1.03,1.09,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-477 b,Transit,1,11.11990653,,,,,0.185,,367.0,13.536,5240.0,0.87,0.79,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-478 b,Transit,1,13.2217576,,,,,0.242,,420.0,13.938,5210.0,0.85,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-479 b,Transit,1,12.49341307,,,,,0.189,,371.0,13.575,5247.0,0.86,0.81,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-48 b,Transit,4,4.778,,,,0.0124,0.168,3.23,306.66,13.04,5194.0,0.88,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-48 c,Transit,4,9.67395,,,,0.04597,0.242,4.01,306.66,13.04,5194.0,0.88,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-48 d,Transit,4,42.8961,,,,0.025,0.182,5.08,306.66,13.04,5194.0,0.88,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-48 e,Radial Velocity,4,982.0,,,,2.067,,,306.66,13.04,5194.0,0.88,0.89,,Medio,Media,VelocidadRadial,Desconocida,Subdetectado
Kepler-480 b,Transit,1,4.9195838,,,,,0.248,,806.0,13.273,6322.0,1.25,1.34,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-481 b,Transit,1,10.06082567,,,,,0.223,,713.0,13.844,5802.0,1.01,1.09,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-482 b,Transit,1,56.35418576,,,,,0.211,,290.0,13.779,4871.0,0.75,0.72,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-483 b,Transit,1,30.229104,,,,,0.286,,953.0,13.432,6346.0,1.28,1.47,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-484 b,Transit,1,10.04556931,,,,,0.203,,377.0,13.024,5668.0,0.96,0.87,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-485 b,Transit,1,3.2432598,,,,,1.286,,1173.0,14.952,5958.0,1.07,1.09,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-486 b,Transit,1,30.36044667,,,,,0.981,,428.0,14.388,4926.0,0.79,0.75,Mediano,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-487 b,Transit,2,15.3587684,,,,,1.019,,835.0,14.991,5444.0,0.91,0.88,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-487 c,Transit,2,38.6519976,,,,,0.239,,835.0,14.991,5444.0,0.91,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-488 b,Transit,1,3.12082923,,,,,1.409,,1157.0,14.804,5970.0,1.07,1.09,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-489 b,Transit,1,17.27629612,,,,,0.689,,379.0,14.018,5014.0,0.82,0.76,Mediano,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-49 b,Transit,4,7.2037945,,,,0.98,0.243,,306.0,15.264,4252.0,,0.56,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-49 c,Transit,4,10.9129343,,,,0.72,0.227,,306.0,15.264,4252.0,,0.56,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-49 d,Transit,4,2.576549,0.031,,,,0.143,,306.0,15.264,4252.0,,0.56,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-49 e,Transit,4,18.596108,0.116,,,,0.139,,306.0,15.264,4252.0,,0.56,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-490 b,Transit,1,3.26869515,,,,,1.039,,1249.0,14.879,6045.0,1.08,1.12,Mediano,Lejano,Caliente,Transito,Desconocida,Detectable
Kepler-491 b,Transit,1,4.22538451,,,,,0.796,,657.0,14.014,5582.0,1.04,1.03,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-492 b,Transit,1,11.72012266,,,,,0.856,,642.0,14.518,5527.0,0.94,0.91,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-493 b,Transit,1,3.00387658,,,,,1.35,,1942.0,14.996,6457.0,1.36,1.54,Mediano,Lejano,Caliente,Transito,Desconocida,Detectable
Kepler-494 b,Transit,1,8.02511821,,,,,0.637,,862.0,14.153,6007.0,1.1,1.26,Mediano,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-495 b,Transit,1,3.41303622,,,,,0.467,,630.0,14.622,5346.0,0.86,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-496 b,Transit,1,8.30864937,,,,,0.207,,655.0,14.817,5293.0,0.86,0.82,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-497 b,Transit,1,3.57320367,,,,,0.539,,1070.0,14.72,5834.0,1.09,1.11,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-498 b,Transit,1,9.61375356,,,,,0.27,,746.0,14.283,5744.0,0.98,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-499 b,Transit,1,5.63252845,,,,,0.194,,523.0,14.353,5312.0,0.87,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-5 b,Transit,1,3.5484657,0.0538,,89.14,2.111,1.426,0.4,898.0,13.369,6297.0,1.37,1.79,Mediano,Lejano,Caliente,Transito,Desconocida,Detectable
Kepler-50 b,Transit,2,7.81254,0.077,,,,0.153,,255.0,10.421,6225.0,1.24,1.58,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-50 c,Transit,2,9.37647,0.087,,,,0.194,,255.0,10.421,6225.0,1.24,1.58,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-500 b,Transit,1,8.5083244,,,,,0.23,,747.0,14.176,5813.0,1.02,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-501 b,Transit,1,5.64067757,,,,,0.384,,1044.0,14.762,5904.0,1.03,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-502 b,Transit,1,4.28686431,,,,,0.426,,1433.0,14.982,6125.0,1.15,1.22,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-504 b,Transit,1,9.54927542,,,,,0.142,,75.0,14.486,3519.0,0.33,0.33,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
Kepler-505 b,Transit,1,27.52197994,,,,,0.232,,222.0,15.108,3931.0,0.55,0.53,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-506 b,Transit,1,6.8834055,,,,,0.244,,231.0,10.868,6236.0,1.19,1.19,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-507 b,Transit,1,3.56809693,,,,,0.116,,410.0,11.994,6113.0,1.16,1.32,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-508 b,Transit,1,25.30889748,,,,,0.146,,325.0,11.472,6025.0,1.16,1.25,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-509 b,Transit,1,41.74600392,,,,,0.222,,339.0,11.854,6060.0,1.1,1.2,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-51 b,Transit,3,45.154,0.2514,0.04,,0.007,0.633,0.03,1013.0,14.669,6018.0,1.04,0.94,Mediano,Lejano,Caliente,Transito,Circular,Subdetectado
Kepler-51 c,Transit,3,85.312,0.384,0.014,,0.013,0.803,0.03,1013.0,14.669,6018.0,1.04,0.94,Mediano,Lejano,Caliente,Transito,Circular,Subdetectado
Kepler-51 d,Transit,3,130.194,0.509,0.008,,0.024,0.865,0.046,1013.0,14.669,6018.0,1.04,0.94,Mediano,Lejano,Caliente,Transito,Circular,Subdetectado
Kepler-510 b,Transit,1,19.55659418,,,,,0.22,,378.0,11.947,5746.0,0.91,1.41,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-511 b,Transit,1,296.637865,,,,,0.567,,448.0,12.747,5770.0,1.0,1.2,Mediano,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-512 b,Transit,1,34.43587975,,,,,0.24,,531.0,12.674,5997.0,1.17,1.3,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-513 b,Transit,1,28.86235584,,,,,0.196,,467.0,12.935,5849.0,1.02,1.06,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-514 b,Transit,1,5.65179605,,,,,0.153,,489.0,12.182,6106.0,1.28,1.44,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-515 b,Transit,1,19.96371318,,,,,0.13,,255.0,12.713,5293.0,0.9,0.83,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-516 b,Transit,1,24.85462415,,,,,0.512,,777.0,12.059,7099.0,1.62,2.02,Mediano,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-517 b,Transit,1,60.92832271,,,,,0.238,,284.0,12.193,5690.0,0.95,0.98,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-518 b,Transit,1,8.51203588,,,,,0.188,,324.0,12.549,5842.0,0.96,0.88,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-519 b,Transit,1,24.3078946,,,,,0.187,,234.0,12.63,5260.0,0.89,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-52 b,Transit,3,7.8773565,,,,8.7,0.187,,336.0,15.095,4263.0,,0.56,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-52 c,Transit,3,16.3850021,,,,10.41,0.164,,336.0,15.095,4263.0,,0.56,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-52 d,Transit,3,36.445171,0.182,,,,0.174,,336.0,15.095,4263.0,,0.56,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-520 b,Transit,2,19.67416124,,,,,0.148,,492.0,12.797,6112.0,1.1,1.09,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-520 c,Transit,2,5.21104261,,,,,0.095,,492.0,12.797,6112.0,1.1,1.09,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-521 b,Transit,1,22.20813214,,,,,0.284,,737.0,12.885,6406.0,1.34,1.46,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-522 b,Transit,1,38.58422849,,,,,0.616,,749.0,12.211,6392.0,1.54,1.98,Mediano,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-523 b,Transit,1,5.83598311,,,,,0.175,,270.0,12.465,5515.0,0.93,0.86,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-524 b,Transit,2,7.97419807,,,,,0.17,,730.0,13.928,6014.0,1.09,1.1,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-524 c,Transit,2,1.88897906,,,,,0.086,,730.0,13.928,6014.0,1.09,1.1,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-525 b,Transit,1,18.68404933,,,,,0.235,,566.0,13.497,5573.0,0.95,1.15,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-526 b,Transit,1,5.45849832,,,,,0.178,,504.0,13.046,5894.0,1.15,1.14,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-527 b,Transit,1,13.28535633,,,,,0.253,,901.0,13.39,6388.0,1.28,1.45,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-528 b,Transit,1,19.78297415,,,,,0.186,,711.0,13.936,5807.0,1.01,1.06,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-529 b,Transit,2,1.98035766,,,,,0.166,,787.0,13.763,6087.0,1.07,1.14,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-529 c,Transit,2,12.8345022,,,,,0.178,,787.0,13.763,6087.0,1.07,1.14,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-53 b,Transit,3,18.6489525,,,,18.41,0.258,,1235.0,15.386,5858.0,0.98,0.89,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-53 c,Transit,3,38.5583038,,,,15.74,0.283,,1235.0,15.386,5858.0,0.98,0.89,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-53 d,Transit,3,9.751962,0.091,,,,0.189,,1235.0,15.386,5858.0,0.98,0.89,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-530 b,Transit,1,39.30941904,,,,,0.269,,464.0,13.4,5697.0,0.97,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-531 b,Transit,1,29.88485741,,,,,0.248,,254.0,13.34,4893.0,0.78,0.75,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-532 b,Transit,1,12.92491623,,,,,0.229,,325.0,13.524,5192.0,0.87,0.79,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-533 b,Transit,1,28.51120525,,,,,0.302,,305.0,13.933,4758.0,0.78,0.72,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-534 b,Transit,1,15.95994513,,,,,0.2,,473.0,13.235,5884.0,1.05,0.98,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-535 b,Transit,1,4.90332155,,,,,0.211,,678.0,13.174,6123.0,1.18,1.27,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-536 b,Transit,1,1.8270823,,,,,0.277,,446.0,13.807,5524.0,0.92,0.89,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-537 b,Transit,1,3.24755522,,,,,0.126,,465.0,13.1,5763.0,1.07,0.99,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-538 b,Transit,1,81.73780699,,,,,0.202,,165.0,11.195,5650.0,0.96,0.9,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-539 b,Transit,2,125.63243,0.4988,0.39,89.845,0.97,0.747,2.9,313.0,12.391,5820.0,1.05,0.95,Mediano,Medio,Media,Transito,Moderada,Subdetectado
Kepler-539 c,Transit Timing Variations,2,1000.0,2.42,0.5,,2.4,,,313.0,12.391,5820.0,1.05,0.95,,Medio,Media,Transito,Eliptica,Subdetectado
Kepler-54 b,Transit,3,8.0109434,,,,0.92,0.187,,234.0,15.847,4252.0,,0.55,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-54 c,Transit,3,12.0717249,,,,0.37,0.11,,234.0,15.847,4252.0,,0.55,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-54 d,Transit,3,20.995694,0.126,,,,0.136,,234.0,15.847,4252.0,,0.55,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-540 b,Transit,1,172.7049784,,,,,0.242,,350.0,12.209,5946.0,1.02,1.08,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-541 b,Transit,1,5.08005848,,,,,0.3,,1020.0,13.281,6166.0,1.41,2.06,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-542 b,Transit,1,13.14497566,,,,,0.14,,439.0,13.435,5526.0,0.93,0.9,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-543 b,Transit,1,13.89961966,,,,,0.223,,212.0,13.577,4671.0,0.7,0.67,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-544 b,Transit,1,21.41616926,,,,,0.189,,797.0,13.542,6206.0,1.16,1.22,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-545 b,Transit,1,13.24934059,,,,,0.24,,831.0,14.15,5882.0,1.04,1.07,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-546 b,Transit,1,4.14702026,,,,,0.624,,896.0,14.288,5967.0,1.11,1.15,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-547 b,Transit,1,6.01038429,,,,,0.357,,361.0,14.247,4828.0,0.78,0.73,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-548 b,Transit,1,4.45419434,,,,,1.07,,776.0,14.995,5535.0,0.93,0.9,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-549 b,Transit,2,42.9495649,,,,,0.229,,648.0,14.621,5360.0,0.88,0.84,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-549 c,Transit,2,117.040498,,,,,0.261,,648.0,14.621,5360.0,0.88,0.84,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-55 b,Transit,5,27.9481449,,,,1.49,0.217,,568.0,15.791,4503.0,,0.62,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-55 c,Transit,5,42.1516418,,,,1.11,0.197,,568.0,15.791,4503.0,,0.62,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-55 d,Transit,5,2.211099,0.029,,,,0.142,,568.0,15.791,4503.0,,0.62,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-55 e,Transit,5,4.617534,0.048,,,,0.138,,568.0,15.791,4503.0,,0.62,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-55 f,Transit,5,10.198545,0.081,,,,0.142,,568.0,15.791,4503.0,,0.62,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-550 b,Transit,1,8.60010411,,,,,0.394,,563.0,14.486,5322.0,0.87,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-551 b,Transit,1,12.3764661,,,,,0.244,,312.0,14.897,4286.0,0.65,0.63,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-552 b,Transit,1,5.26341577,,,,,0.352,,834.0,14.279,5863.0,1.03,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-553 b,Transit,2,4.03046804,,,,,0.413,,725.0,14.924,5266.0,0.92,0.85,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-553 c,Transit,2,328.2399546,,,,,0.999,,725.0,14.924,5266.0,0.92,0.85,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-554 b,Transit,1,1.90220856,,,,,0.383,,642.0,14.313,5447.0,0.93,0.92,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-555 b,Transit,1,16.21775407,,,,,0.252,,772.0,14.2,5894.0,1.03,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-556 b,Transit,1,11.72292176,,,,,0.2,,729.0,14.112,5740.0,1.0,0.98,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-557 b,Transit,1,3.70598955,,,,,0.238,,1126.0,14.641,6068.0,1.11,1.16,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-558 b,Transit,1,29.00790538,,,,,0.211,,652.0,14.805,5242.0,0.85,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-559 b,Transit,1,17.58752333,,,,,0.322,,793.0,14.743,5630.0,0.96,0.95,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-56 b,Transit,3,10.5016,0.1028,,,0.07,0.581,0.442,914.0,12.44,4840.0,1.32,4.23,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-56 c,Transit,3,21.40239,0.1652,,,0.57,0.874,1.06,914.0,12.44,4840.0,1.32,4.23,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-56 d,Radial Velocity,3,1002.0,2.16,0.2,,5.61,,,914.0,12.44,4840.0,1.32,4.23,,Lejano,Media,VelocidadRadial,Moderada,Subdetectado
Kepler-560 b,Transit,1,18.47764449,,,,,0.153,,88.0,14.708,3556.0,0.34,0.33,Pequeño,Cercano,Fría,Transito,Desconocida,Subdetectado
Kepler-561 b,Transit,2,58.3620495,,,,,0.621,,667.0,14.361,5646.0,0.96,0.94,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-561 c,Transit,2,5.35016198,,,,,0.239,,667.0,14.361,5646.0,0.96,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-562 b,Transit,1,18.00931444,,,,,0.465,,822.0,14.794,5575.0,0.93,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-563 b,Transit,1,22.18432708,,,,,0.276,,557.0,14.767,5066.0,0.8,0.77,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-564 b,Transit,1,3.75083228,,,,,0.413,,830.0,14.749,5626.0,0.95,0.92,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-565 b,Transit,1,4.24374723,,,,,0.325,,1041.0,15.0,5735.0,0.98,0.95,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-566 b,Transit,1,18.42794624,,,,,0.192,,628.0,14.958,5132.0,0.83,0.79,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-567 b,Transit,1,16.54297375,,,,,0.201,,568.0,14.687,5148.0,0.84,0.79,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-568 b,Transit,1,11.02347475,,,,,0.202,,126.0,14.273,3768.0,0.55,0.53,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-569 b,Transit,1,34.18890521,,,,,0.282,,645.0,14.106,5616.0,0.95,0.93,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-57 b,Transit,2,5.7293196,,,,18.86,0.195,,674.0,14.809,5145.0,0.83,0.73,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-57 c,Transit,2,11.6092567,,,,6.95,0.138,,674.0,14.809,5145.0,0.83,0.73,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-570 b,Transit,1,4.301662,,,,,0.219,,642.0,14.332,5496.0,0.93,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-571 b,Transit,1,4.79859939,,,,,0.236,,756.0,14.675,5527.0,0.93,0.9,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-572 b,Transit,1,17.20523483,,,,,0.23,,532.0,14.472,5212.0,0.83,0.79,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-573 b,Transit,1,22.18329658,,,,,0.249,,758.0,14.118,5746.0,0.99,1.02,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-574 b,Transit,1,7.65880414,,,,,0.213,,747.0,14.528,5612.0,0.95,0.91,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-575 b,Transit,1,9.37891944,,,,,0.213,,852.0,14.72,5710.0,0.97,0.95,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-576 b,Transit,1,29.91136794,,,,,0.292,,698.0,14.424,5672.0,0.99,0.97,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-577 b,Transit,1,25.69578251,,,,,0.227,,549.0,14.885,4984.0,0.78,0.73,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-578 b,Transit,1,1.6168837,,,,,0.178,,568.0,14.411,5334.0,0.87,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-579 b,Transit,1,9.66857723,,,,,0.178,,663.0,14.272,5636.0,0.99,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-58 b,Transit,3,10.2184954,,,,1.39,0.248,,1562.0,14.82,6099.0,,1.13,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-58 c,Transit,3,15.5741568,,,,2.19,0.255,,1562.0,14.82,6099.0,,1.13,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-58 d,Transit,3,40.101371,0.236,,,,0.262,,1562.0,14.82,6099.0,,1.13,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-580 b,Transit,1,8.22241966,,,,,0.229,,333.0,15.0,4298.0,0.67,0.64,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-581 b,Transit,1,40.6069821,,,,,0.235,,833.0,14.56,5772.0,1.0,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-582 b,Transit,1,18.49235668,,,,,0.328,,751.0,14.915,5564.0,0.93,0.91,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-583 b,Transit,1,6.5100253,,,,,0.203,,805.0,14.825,5523.0,0.94,0.91,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-584 b,Transit,1,35.1810304,,,,,0.376,,1445.0,14.856,6195.0,1.17,1.24,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-585 b,Transit,1,2.75235975,,,,,0.252,,604.0,14.034,5593.0,0.96,0.93,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-586 b,Transit,1,2.10472218,,,,,0.249,,707.0,14.427,5575.0,0.94,0.92,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-587 b,Transit,1,10.94027841,,,,,0.199,,852.0,14.909,5549.0,0.92,0.89,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-588 b,Transit,1,4.22162536,,,,,0.235,,972.0,14.708,5835.0,1.01,1.0,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-589 b,Transit,1,16.54964934,,,,,0.203,,643.0,14.68,5296.0,0.88,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-59 b,Transit,2,11.8681707,,,,2.05,0.098,,1021.0,14.307,6074.0,1.04,0.94,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-59 c,Transit,2,17.9801235,,,,1.37,0.177,,1021.0,14.307,6074.0,1.04,0.94,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-590 b,Transit,1,5.85296257,,,,,0.359,,986.0,14.434,6000.0,1.1,1.15,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-591 b,Transit,1,81.1694299,,,,,0.302,,793.0,14.499,5677.0,0.97,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
